AT,CH
AT,CZ
AT,DE
AT,HU
AT,IT
AT,SI
BA,HR
BA,RS
BG,GR
BG,RO
BG,RS
CH,DE
CH,IT
CZ,DE
CZ,SK
DE,DK
DE,LU
DE,SE
EE,LV
FI,EE
FI,SE
FR,BE
FR,CH
FR,DE
FR,ES
FR,GB
FR,IT
GB,IE
GR,IT
HR,HU
HR,RS
HR,SI
HU,RS
HU,SK
IT,SI
LV,LT
NL,BE
NL,DE
NL,GB
NL,NO
NO,DK
NO,SE
PL,CZ
PL,DE
PL,LT
PL,SE
PL,SK
PT,ES
RO,HU
RO,RS
SE,DK
SE,LT

