name,AT,FI,NL,BA,FR,NO,BE,GB,PL,BG,GR,PT,CH,HR,RO,CZ,HU,RS,DE,IE,SE,DK,IT,SI,ES,LU,SK,EE,LV,LT
2011-01-01 00:00:00,234.107715643,92.2063994966,0.020001668032,215.02864046,171.684563762,-0.00129358111423,211.968547248,0.0344904138984,0.0200617335278,233.671762656,238.106440915,211.967807589,85.4738831962,226.156848539,183.71474504,107.019234923,211.968559545,261.68816456,0.0200006474443,211.968531074,0.0150058484765,0.0150006993318,211.968483272,211.968550155,177.634891351,211.956825687,211.968557998,0.0154786226952,0.015012264981,0.0199932593183
2011-01-01 01:00:00,234.107850546,92.2063537406,0.0200003967129,215.036922015,171.694528921,0.00870418626984,211.968554894,0.0344903096215,0.01999648744,233.671808131,238.106457205,211.967845932,85.4838850878,226.165604663,183.714868104,107.019233519,211.968558082,211.968598848,0.0200005064436,211.96853873,0.0150034647266,0.0150005548668,211.968483423,211.968544708,177.634897027,211.968388942,211.968554442,0.0151147123206,0.0150028822587,0.0200269575238
2011-01-01 02:00:00,234.107849308,92.2063491333,0.0199997099565,215.036916747,171.69452973,0.00870219369731,211.968543076,0.0344894715745,0.0199666799345,233.671805498,238.10645687,211.967844414,85.4838849925,226.165601689,183.714868557,107.019231188,211.96855655,211.968573636,0.0200003152949,211.968536973,0.0150019922316,0.0150004275171,211.968483366,211.96853528,177.634897253,211.968415909,211.968551806,0.0150617952458,0.0149942374899,0.0201029172482
2011-01-01 03:00:00,234.107849268,92.2063687158,0.0199995314698,215.03691133,171.694529911,0.00870015927022,211.968526282,0.0344900378143,0.0199553725671,233.671803644,238.106456344,211.967842054,85.483884489,226.165598611,183.714868142,107.01922703,211.96855526,211.968565362,0.0200000323324,211.968536489,0.0150016018221,0.0150002306337,211.968483303,211.968527858,177.634897417,211.968433157,211.968550377,0.0150262392901,0.0149907121158,0.0200009138278
2011-01-01 04:00:00,234.107849383,92.2066502141,0.019999465482,215.036905828,171.69453001,0.00869822616256,211.968516846,0.0344893726078,0.0199514348296,233.671800891,238.106456171,211.967840073,85.4838843233,226.165596513,183.714867085,107.019215548,211.968554321,211.968562028,0.0199999011511,211.96853664,0.0150014794441,0.015000217472,211.968483245,211.968524115,177.634897543,211.96844548,211.96854809,0.0150144346675,0.0149905728463,0.0199780895604
2011-01-01 05:00:00,234.107848183,113.876056592,0.0199996414343,215.036901557,171.694529612,0.00869634513892,211.968513487,0.0344894680101,0.019949461703,233.671795953,238.106455135,211.96783857,85.48388391,226.165594698,183.714865183,107.019122793,211.96855354,211.968560316,0.0199997428554,211.968537134,0.0150015881103,0.0150003054603,211.968483197,211.968522476,177.634897655,211.968446927,211.968545478,0.0150120222664,0.0149907857397,0.0199751671219
2011-01-01 06:00:00,234.107847754,211.968535465,0.0200015535895,215.036893365,171.694529896,0.00869444985175,211.968519618,0.0344919379998,0.0199478654693,233.671786911,238.106454552,211.967837759,85.483883451,226.165589425,183.714860916,86.6856799705,211.968552547,211.968560113,0.0199997854235,211.968535862,0.0150020500167,0.0150004020422,211.968483083,211.968518594,177.634897727,211.968456933,211.968541025,0.0150106790109,0.0149913654478,0.0199667924829
2011-01-01 07:00:00,234.107846611,211.968537623,0.020001631178,215.036838128,171.694528902,0.00869255588905,211.968520074,0.0344911847397,0.0199469936504,171.694514617,192.866216762,211.967833971,85.4838831003,226.165585063,0.0165427334159,86.6855752713,211.968551469,171.694536981,0.0199997981619,211.968537308,0.015002957482,0.0150006225704,211.968480739,211.968510778,177.634897818,211.968462058,211.96853741,0.0150113985311,0.0149918975696,0.0199708314019
2011-01-01 08:00:00,175.58827209,211.968538214,0.0200021770954,93.5429252975,171.694525426,0.00869070049156,211.968527465,0.0344912792658,0.0199164594185,0.0100159941739,178.588601128,211.967832998,64.1133576997,169.625314153,0.0100093761477,86.6847377216,171.694525725,171.694433584,0.0199995279515,211.968534712,0.0150041906627,0.0150009298372,171.694470724,171.692143788,177.634897542,211.968463184,171.69452163,0.0150126171011,0.0149955197873,0.0199632188904
2011-01-01 09:00:00,0.0100173041456,211.968543169,0.0200039020895,0.0100226315448,139.072575543,0.00868892875768,211.968517582,0.0344920192308,0.0198987043447,0.0100035984584,103.580589925,171.693963305,64.1130995485,0.0100513887025,0.0100048301771,0.0150086476344,113.839292156,0.0100168670042,0.019998364638,211.968537636,0.0150054626431,0.0150009900567,158.986303057,0.0100373792334,143.884268529,158.976575533,171.694472138,0.0150085657435,0.015000634288,0.019969230792
2011-01-01 10:00:00,0.0100059698896,211.968528915,0.0200050338775,0.0100124044307,139.072575185,0.00868705178946,211.968519472,0.0344916595073,0.0199235101372,0.0100039949524,103.580575573,171.693960812,64.112973005,0.0100215472647,0.010004915219,0.0150053909405,0.0100328322685,0.010007230558,0.0199983499504,211.968538129,0.0150089913382,0.0150012599895,101.979586035,0.0100179162456,143.884267958,158.976515148,158.980574291,0.0150076225127,0.0150066944583,0.019979643017
2011-01-01 11:00:00,0.010005982226,211.968547237,0.0200040811696,0.0100140107454,139.072575866,0.00868522612216,211.968519213,0.0344915628366,0.0199399453245,0.0100063200989,103.580598227,171.69395551,64.1129593846,0.0100193397421,0.0100052155065,80.274082854,0.0100977483415,0.0100100849199,0.0199986267968,211.968540404,0.0150426517445,0.015001652659,0.0150232257774,0.0100178723478,143.884267747,158.97650971,158.980726448,0.0150093000535,0.0150405676903,0.0199860159245
2011-01-01 12:00:00,0.0100391786128,211.968553131,0.0200058198588,0.010037562816,139.072575209,0.00868333642331,211.968519543,0.0344932160651,0.0199451449197,158.976654416,178.589398255,171.693953921,64.1130794801,0.0100412766226,0.0165237167469,86.6855618601,171.694513689,158.977041537,0.0199992219851,211.968545745,52.2183602919,0.0150023552657,158.984957622,0.0100339212656,143.884267845,158.976562524,171.69451482,0.0150121974006,0.0151059397822,0.0199886905719
2011-01-01 13:00:00,175.588306271,211.968556417,0.0200047462497,161.279050469,139.072575711,0.00868135743674,211.968517042,0.0344932958685,0.0199486203947,171.694541694,192.866235091,171.693956589,64.1131167754,183.194072637,0.0165463833042,86.6855650843,171.694531642,171.694524779,0.0199995181278,211.968544622,52.2183841231,0.0150031276904,171.69447114,171.694457047,143.884267969,211.958891165,171.694527952,0.015016958716,0.0159513331241,0.0199979680082
