name,AT hydro,FI hydro,BA hydro,FR hydro,NO hydro,BE hydro,GB hydro,PL hydro,BG hydro,GR hydro,PT hydro,CH hydro,HR hydro,RO hydro,CZ hydro,HU hydro,RS hydro,DE hydro,IE hydro,SE hydro,IT hydro,SI hydro,ES hydro,LT hydro
2011-01-01 00:00:00,9.08251681482e-05,0.000236668160309,9.10346648859e-05,9.42814742671e-05,0.000294912994611,0.0,0.0,7.09089823704e-05,8.28774554524e-05,7.75303241446e-05,9.24592346391e-05,9.28715768366e-05,9.04205366144e-05,9.23225996418e-05,8.51024132147e-05,7.81354101862e-05,1.18332509731,8.87847033066e-05,0.0,0.000287016054885,9.26908047544e-05,8.89596064323e-05,9.33500476288e-05,6.07483215949e-05
2011-01-01 01:00:00,9.08172089355e-05,0.000236823564306,9.10252341692e-05,9.42750630794e-05,0.000294739123747,7.8670216979e-05,0.0,7.08351812432e-05,8.28723308842e-05,7.75568801576e-05,9.24675557723e-05,9.28664848996e-05,9.04124142849e-05,9.23120832861e-05,8.50146055228e-05,7.81502205865e-05,1.04398719107,8.87192827002e-05,8.54801296697e-05,0.000286974787321,9.26968477136e-05,8.89520924388e-05,9.33539292883e-05,6.03047075584e-05
2011-01-01 02:00:00,9.08121049539e-05,0.000236999483509,9.10181769688e-05,9.42820012148e-05,0.000294657210975,7.89380909509e-05,0.0,7.07743320123e-05,8.28756748841e-05,7.7594413375e-05,9.24794145663e-05,9.28682229194e-05,9.04060784459e-05,9.2305405947e-05,8.49286959215e-05,7.81103286245e-05,0.903195598522,8.86873511986e-05,8.56145433659e-05,0.000286994780185,9.27056532373e-05,8.89460856406e-05,9.33613453371e-05,5.99447008379e-05
2011-01-01 03:00:00,9.08043290772e-05,0.000237159848526,9.10081026921e-05,9.42913179519e-05,0.000294589998815,0.0,0.0,7.07414460503e-05,8.28798956835e-05,7.76319844647e-05,9.24896246607e-05,9.28703721783e-05,9.03968345384e-05,9.22986065027e-05,8.48359556407e-05,7.79898182519e-05,0.760756340869,8.86629966848e-05,0.0,0.000287010500326,9.27127165091e-05,8.89366884755e-05,9.33673319503e-05,5.97138832941e-05
2011-01-01 04:00:00,9.07946105161e-05,0.000237314802584,9.09951761606e-05,9.43007475193e-05,0.000294531556849,7.90255749763e-05,0.0,7.06967312698e-05,8.28842779087e-05,7.76669790822e-05,9.24984042591e-05,9.2872342253e-05,9.03851168941e-05,9.22921408422e-05,8.47478387113e-05,7.77637189163e-05,0.616740812501,8.8643642361e-05,0.0,0.000287021151304,9.27181963086e-05,8.89242219213e-05,9.33724082233e-05,5.95584629262e-05
2011-01-01 05:00:00,9.07839826714e-05,0.00023747035627,9.09801096139e-05,9.43100111164e-05,0.000294480635994,0.0,0.000202687350679,7.06287514086e-05,8.28885217679e-05,7.76989976661e-05,9.25058738183e-05,9.28743233912e-05,9.03716487972e-05,9.22862067135e-05,8.46660326691e-05,7.7415686007e-05,0.471404544354,8.8628736553e-05,0.0,0.000287026987532,9.27224596709e-05,8.89086606424e-05,9.33768443327e-05,5.94301120355e-05
2011-01-01 06:00:00,9.07731113142e-05,0.000237622717708,9.09641769446e-05,9.43186054278e-05,0.000294437106101,0.0,0.000202795762789,7.05494356815e-05,8.28926352565e-05,7.77287644211e-05,9.25122300898e-05,9.28764084916e-05,9.03578171189e-05,9.22810025155e-05,8.45957466187e-05,7.69328474384e-05,0.324819282956,8.8609313584e-05,8.59644363231e-05,0.000287029128802,9.27270883269e-05,8.88918662852e-05,9.33809767204e-05,5.93280587464e-05
2011-01-01 07:00:00,9.07643738163e-05,0.000237799199487,9.09498495011e-05,9.43277939835e-05,0.000294400163414,0.0,0.000202842641045,7.04638273242e-05,8.28997772683e-05,7.77555291361e-05,9.25176633551e-05,9.28789032524e-05,9.03450360662e-05,9.22777559978e-05,8.45436884067e-05,7.62888761205e-05,0.176781685173,8.85904381549e-05,8.60157577023e-05,0.000287028577231,9.27331039955e-05,8.88766521904e-05,9.33844887149e-05,5.92360368298e-05
2011-01-01 08:00:00,9.07621638059e-05,0.00023799871047,9.09384995563e-05,9.43384383914e-05,0.00029437000478,0.0,0.0,7.03700081333e-05,8.29046983067e-05,7.7777892442e-05,9.25223697736e-05,9.28824138772e-05,9.03347378969e-05,9.22740873262e-05,8.45156506787e-05,7.5522840424e-05,0.53351433381,8.85688087841e-05,8.60235148821e-05,0.000287027403719,9.2736773577e-05,8.88680119194e-05,9.33878710372e-05,5.91350335937e-05
2011-01-01 09:00:00,9.07587956011e-05,0.0002382334656,9.09288506888e-05,9.43454959797e-05,0.000294347037289,0.0,0.000202849784273,7.02881698051e-05,8.29087041114e-05,7.77998306652e-05,9.25271652027e-05,9.28847962684e-05,9.03252830154e-05,9.2270464278e-05,8.44880447067e-05,7.50532524929e-05,0.0,8.85541572858e-05,0.0,0.000287029989087,9.27381996086e-05,8.88607001832e-05,9.33905633971e-05,5.90847630785e-05
