name,AT,FI,NL,BA,FR,NO,BE,GB,PL,BG,GR,PT,CH,HR,RO,CZ,HU,RS,DE,IE,SE,DK,IT,SI,ES,LU,SK,EE,LV,LT
2011-01-27 09:00:00,166.861899087,166.86195072,135.158137481,135.158408871,0.0199990089775,166.861935901,135.158139328,72.5849239966,166.861893306,0.0100064568273,83.2019261807,135.158122859,124.051925894,138.196297694,0.0215971314443,166.8618997,166.861887326,138.195967767,166.861896327,166.861883699,166.861950244,206.002325031,166.861832647,166.861903097,166.871896366,166.861663898,166.861888021,166.862240014,166.863475326,166.863445081
2011-01-27 10:00:00,166.861897579,166.861902154,135.158070092,135.15840261,0.01999413352,166.861894168,135.158071789,72.5849237813,166.861893385,0.0100013631708,83.2019106777,135.158122262,0.0199975596548,138.196289188,0.010033398542,166.86189923,166.861886953,138.195719426,166.861895203,72.584984394,166.861901966,206.00232047,166.861832469,166.861902265,166.87189599,166.86156529,166.861886038,166.861958545,166.862097345,166.862075389
2011-01-27 11:00:00,166.861898004,166.861894993,72.5849367095,135.15840642,0.0199698218158,166.861886221,72.5849376807,72.5849237599,166.861894124,0.0100035975703,83.2019154676,135.158122285,0.0199686045428,138.1962893,143.451378254,166.861899987,166.861887113,138.195966628,166.861897939,72.5849406559,166.861895048,206.002312055,166.861831987,166.861902603,166.87189589,154.501856132,166.861886359,166.862008616,166.862189175,166.862169564
2011-01-27 12:00:00,166.861902329,166.861892172,135.158001949,135.158413739,0.0199946568566,166.861880942,135.158002812,72.5849246855,166.861897201,143.451533851,143.451572164,135.158122426,0.0200088960794,138.196375306,154.927261723,166.861905025,166.86188763,138.195970408,166.861905626,72.5850130226,166.861892913,206.002310487,166.861832397,166.861905886,166.871895841,154.501862587,166.861889691,167.118354944,167.118395074,167.118383989
2011-01-27 13:00:00,166.871873257,166.861891942,125.147414462,154.927309868,0.019998370416,166.861880765,125.147415528,72.5849272591,206.000827124,154.927530697,154.927680897,135.15812223,124.051951305,166.862092908,154.92727703,206.002290688,166.861890291,154.927286819,206.002292198,125.146358269,166.861892545,206.002313733,166.861832594,166.871859996,166.871895851,154.501854002,166.861915535,206.00063644,206.000776982,206.000815302
2011-01-27 14:00:00,206.002314715,166.861891179,135.158139811,166.862136765,0.0199996491714,166.861878373,135.158140253,135.158095727,206.00234843,191.268189658,191.268733689,135.158122201,133.97606709,170.612655222,191.268199662,206.002347006,206.002328958,166.862147709,206.002315503,166.861876213,166.861891681,206.002327539,166.861832763,206.002309148,166.87189591,166.861877782,206.002346869,206.001501135,206.002301568,206.002338347
2011-01-27 15:00:00,206.002390943,166.8618911,166.86189504,166.862236275,0.0200002592118,166.861880454,166.861894542,166.861891853,206.002396841,191.268559707,191.268746743,135.158122876,165.402548212,170.612695012,191.268225709,206.002396543,206.002331306,170.612308367,206.002395141,166.861895753,166.861891598,206.002408203,206.00226048,206.002342976,166.871896127,206.002388452,206.002392961,206.001207485,206.002323068,206.002353289
2011-01-27 16:00:00,206.002392119,166.861891412,166.861903983,166.862238383,0.0246909772383,166.861886043,166.861903942,166.86189302,206.002401163,191.268560176,191.268747604,166.861866851,165.402549098,170.612695856,191.268225952,206.002398248,206.00233152,170.612308765,206.002397242,166.861908122,166.86189226,3539.89977668,206.002262494,206.00234387,206.014685467,206.002403093,206.002394722,167.118452673,206.00221453,206.002347543
2011-01-27 17:00:00,206.002392135,166.861891458,166.861904071,166.862238481,0.0246912788028,166.861886142,166.861904192,166.861893163,206.002402517,191.268560488,191.268745558,166.861878987,165.402549156,170.61269451,191.268225991,206.002398438,206.002331599,170.612308807,206.002397377,166.861919021,166.861892798,206.002441535,206.002262506,206.002344164,206.014686237,206.002401886,206.002395067,167.118390344,167.118582711,206.002337385
2011-01-27 18:00:00,206.00239187,166.861891297,166.861906505,166.862238417,0.0246896265051,166.861879796,166.861906135,166.861894056,206.002402545,191.268560562,191.268741652,166.861879318,165.402549143,170.612693054,191.268225953,206.002398431,206.002331634,170.612308765,206.002397324,166.861921875,166.861892193,206.002410305,206.002262487,206.002344181,206.014686243,206.002401387,206.002395094,167.118318489,167.118405599,206.002322153
